n-plet	method	O-information	alpha	beta
X1-X2-X3-X6	THOI	0.001462554931640625	1.0	0.9
X1-X4-X5-X6	GCMI	-0.00022428043706064217	1.0	0.9
X1-X4-X5-X6	NPEET	0.24877690553763934	1.0	0.9
X1-X4-X5-X6	THOI	-0.00017499923706054688	1.0	0.9
X2-X3-X6	GCMI	-0.00036248731973778094	1.0	0.9
X2-X3-X6	NPEET	-0.003428149282217063	1.0	0.9
X2-X3-X6	THOI	0.0014440059661865235	1.0	0.9
X4-X5-X6	GCMI	-0.00020379470788221	1.0	0.9
X4-X5-X6	NPEET	0.11748049166416177	1.0	0.9
X4-X5-X6	THOI	-0.00016107559204101563	1.0	0.9
X1-X2-X3-X6	GCMI	-4.3696799026093916e-05	1.0	1.0
X1-X2-X3-X6	NPEET	0.026744903513660035	1.0	1.0
X1-X2-X3-X6	THOI	0.0018271446228027345	1.0	1.0
X1-X4-X5-X6	GCMI	3.4437128162778664e-05	1.0	1.0
X1-X4-X5-X6	NPEET	0.28263535428727626	1.0	1.0
X1-X4-X5-X6	THOI	1.4400482177734375e-05	1.0	1.0
X2-X3-X6	GCMI	-6.24630690229111e-06	1.0	1.0
X2-X3-X6	NPEET	-0.028105979499046186	1.0	1.0
X2-X3-X6	THOI	0.0018210887908935546	1.0	1.0
X4-X5-X6	GCMI	2.7777783289728575e-05	1.0	1.0
X4-X5-X6	NPEET	0.1110558453036079	1.0	1.0
X4-X5-X6	THOI	7.43865966796875e-06	1.0	1.0
