library	estimator	T	N	batch_size	order	time
THOI	GC	1000	25	700000	6	3.0904440879821777
THOI	GC	1000	25	700000	7	8.567692279815674
THOI	GC	1000	25	700000	8	12.664303541183472
THOI	GC	1000	25	700000	9	13.24971055984497
THOI	GC	1000	25	700000	10	13.746431589126587
THOI	GC	1000	25	700000	11	14.84575605392456
THOI	GC	1000	25	700000	12	15.754424571990967
THOI	GC	1000	25	700000	13	16.93330192565918
THOI	GC	1000	25	700000	14	18.010204792022705
THOI	GC	1000	25	700000	15	19.57415747642517
THOI	GC	1000	25	700000	16	21.553601503372192
THOI	GC	1000	25	700000	17	23.576390266418457
THOI	GC	1000	25	700000	18	19.279027462005615
THOI	GC	1000	25	700000	19	8.116204261779785
THOI	GC	1000	25	700000	20	2.7932615280151367
THOI	GC	1000	25	800000	3	0.10080218315124512
THOI	GC	1000	25	800000	4	0.2651834487915039
THOI	GC	1000	25	800000	5	0.9985895156860352
THOI	GC	1000	25	800000	6	3.2627599239349365
THOI	GC	1000	25	800000	7	9.012832880020142
THOI	GC	1000	25	800000	8	15.254173517227173
THOI	GC	1000	25	800000	9	15.596661806106567
THOI	GC	1000	25	800000	10	15.897226810455322
THOI	GC	1000	25	800000	11	17.466118335723877
THOI	GC	1000	25	800000	12	18.144084453582764
THOI	GC	1000	25	800000	13	19.53600311279297
THOI	GC	1000	25	800000	14	20.988473892211914
THOI	GC	1000	25	800000	15	22.98626160621643
THOI	GC	1000	25	800000	16	24.699028491973877
THOI	GC	1000	25	800000	17	26.554094076156616
THOI	GC	1000	25	800000	18	19.340150833129883
THOI	GC	1000	25	800000	19	7.9614622592926025
THOI	GC	1000	25	800000	20	2.5959935188293457
THOI	GC	1000	25	900000	3	0.11369490623474121
THOI	GC	1000	25	900000	4	0.2686159610748291
THOI	GC	1000	25	900000	5	1.017061710357666
THOI	GC	1000	25	900000	6	3.3049185276031494
THOI	GC	1000	25	900000	7	8.988130331039429
THOI	GC	1000	25	900000	8	16.87513542175293
THOI	GC	1000	25	900000	9	17.557673692703247
THOI	GC	1000	25	900000	10	17.884432077407837
THOI	GC	1000	25	900000	11	19.22788643836975
THOI	GC	1000	25	900000	12	20.804856061935425
THOI	GC	1000	25	900000	13	21.666401147842407
THOI	GC	1000	25	900000	14	23.425981998443604
THOI	GC	1000	25	900000	15	25.065421104431152
